,channel,subs,title,views,date,like,hate,review,urls,hashtag1,hashtag2,hashtag3
1408,킴스트래블 Kim's Travel, 9.53,국내여행 다큐 충남 부여 여행 / 백제의 마지막 도읍을 찾아 떠나는 여행 / 궁남지 백제문화단지 부소산성 롯데리조트부여 부여 맛집 / 국내여행지추천 부여여행코스, 15607,2020. 8. 5, 422, 9,128,https://www.youtube.com/watch?v=s0ybxJAy_0Y,국내여행 ,부여 ,부여여행
1409,킴스트래블 Kim's Travel, 9.53,국내여행 다큐 전북 군산 선유도 그리고 고군산군도 여행 / 대봉전망대 장자도 대장도 대장봉 선유해수욕장 선유스카이SUN라인 짚라인 / 국내여행지추천 여행유튜버, 62411,2020. 8. 3, 1190, 12,217,https://www.youtube.com/watch?v=SthYqX0-t0s,국내여행 ,선유도 ,고군산군도
1410,킴스트래블 Kim's Travel, 9.53,경북 맥문동 여행 Best 3 / 여름에 만나는 보라 빛 물결 / 경주 황성공원 성주 성밖숲 구미 금오산 솔숲 / 8월 국내여행 추천 8월여행지 여행유튜버, 33893,2020. 7. 23, 798, 9,172,https://www.youtube.com/watch?v=LBi61DThIdY,경상북도 ,경북힐링여행 ,경북여행영상
1411,킴스트래블 Kim's Travel, 9.53,국내여행 다큐 경남 거제도 여행 / 대한민국 테마여행 10선 4권역 거제도편 / 근포동굴 여차홍포해안도로 구조라성 샛바람소리길 매미성 거제관광모노레일 계룡산전망대 등, 69380,2020. 7. 18, 1565, 19,281,https://www.youtube.com/watch?v=VpbrCWpfoik,국내여행 ,거제도 ,대한민국테마여행10선
1412,킴스트래블 Kim's Travel, 9.53,[Talk] 6월에 가면 좋은 국내여행지 베스트4 / 경남 거제도 고성 수국 부산 태종사 수국 경기 가평 강원 춘천 전남 보성 6월 국내여행 추천, 163198,2020. 6. 19, 4458, 66,246,https://www.youtube.com/watch?v=yTOP57DaljQ,6월여행지 ,국내여행 ,6월여행지추천
1413,킴스트래블 Kim's Travel, 9.53,국내여행 다큐 전남 보성여행 / 여행코스 & 보성 맛집 / 대한다원 봇재 득량역 추억의거리 강골마을 열화정 국내여행지추천 여행유튜버, 13430,2020. 6. 15, 529, 6,190,https://www.youtube.com/watch?v=GuYtccBQuoE,국내여행 ,여행유튜버 ,국내여행유튜버
1414,킴스트래블 Kim's Travel, 9.53,국내여행 다큐 합천 황매산 은하수 여행 / 별도 구름도 쉬어 가는 곳 / 운해 일출 철쭉 은하수 명소 국내여행지추천 여행유튜버, 21320,2020. 5. 25, 562, 9,133,https://www.youtube.com/watch?v=QEqwxZsQX0c,국내여행 ,여행유튜버 ,국내여행유튜버
1415,킴스트래블 Kim's Travel, 9.53,국내여행 다큐 전북 진안여행 / 여행코스 & 진안 맛집 / 원연장 꽃잔디 동산 마이산 용담호 생태습지공원 부귀 편백나무 숲 모래재 메타세콰이어 가로수길 국내여행지추천, 108596,2020. 5. 15, 1627, 27,224,https://www.youtube.com/watch?v=HKO4S8zWHVk,캐논으로브이로그 ,국내여행 ,여행유튜버
1416,킴스트래블 Kim's Travel, 9.53,충남 서산여행 / 역사와 낭만을 만나는 여행 & 맛집 / 국내여행 유기방가옥 수선화 서산목장 개심사 청벚꽃 서산마애삼존불 해미읍성 국내행지추천, 54687,2020. 5. 5, 1025, 16,185,https://www.youtube.com/watch?v=ODRQjBKr-0o,서산여행 ,국내여행 ,여행유튜버
1417,킴스트래블 Kim's Travel, 9.53,[Talk] 죽기 전에 가봐야 할 국내여행지 베스트 EP.3 / 평창 한국자생식물원 담양 메타세과이어 가로수길의 가을 임실 옥정호 여행지추천 여행유튜버, 382858,2020. 4. 29, 8921, 199,244,https://www.youtube.com/watch?v=QrJ-m1LLrVw,국내여행지추천 ,국내여행 ,여행유튜버
